date,amount,price,sid,symbol,value
2015-10-13 00:00:00+00:00,144,251.9,9,ARTI,-36273.6
2015-10-13 00:00:00+00:00,99,335.1,57,GODR,-33174.9
2015-10-13 00:00:00+00:00,-19,3924.0,107,ORCL,74556.0
2015-10-20 00:00:00+00:00,-68,1042.1,53,GLEN,70862.79999999999
2015-10-27 00:00:00+00:00,272,179.25,47,ESCO,-48756.0
2015-10-27 00:00:00+00:00,-269,172.0,65,HPCL,46268.0
2015-11-03 00:00:00+00:00,14,4385.0,124,SANO,-61390.0
2015-11-24 00:00:00+00:00,-55,1487.5,29,BRIT,81812.5
2015-11-24 00:00:00+00:00,771,142.0,139,TREN,-109482.0
2015-12-22 00:00:00+00:00,-27,1945.0,22,BJFS,52515.0
2015-12-29 00:00:00+00:00,99,570.05,99,NATP,-56434.95
2016-01-12 00:00:00+00:00,-272,158.85,47,ESCO,43207.2
2016-02-02 00:00:00+00:00,-10,5189.65,0,ABOT,51896.5
2016-02-02 00:00:00+00:00,-36,1473.3,20,BJAT,53038.799999999996
2016-02-02 00:00:00+00:00,-99,304.8,57,GODR,30175.2
2016-02-02 00:00:00+00:00,667,103.13,71,IHTL,-68787.70999999999
2016-02-02 00:00:00+00:00,141,452.6,89,MBFL,-63816.600000000006
2016-02-02 00:00:00+00:00,-14,4316.4,124,SANO,60429.59999999999
2016-02-02 00:00:00+00:00,101,239.35,137,TOPO,-24174.35
2016-02-02 00:00:00+00:00,194,383.2,138,TRCE,-74340.8
2016-02-09 00:00:00+00:00,-144,233.22,9,ARTI,33583.68
